participant,device_location,segment_id,classified_posture,xmin,xmax,ymin,ymax
1,lower_back,442,good+neck slouch,0.9985980550230545,0.9985980550230545,-0.21250000000000002,-0.21250000000000002
1,lower_back,443,unknown,0.9992962347287841,0.9992962347287841,-0.06742857142857141,-0.06742857142857141
1,lower_back,444,neck slouch,0.9992962347287841,0.9992962347287841,-0.06742857142857141,-0.06742857142857141
1,lower_back,445,good+neck slouch,0.9992962347287841,0.9992962347287841,-0.06742857142857141,-0.06742857142857141
1,lower_back,446,neck slouch,1,1,0.9183333333333333,0.9183333333333333
1,lower_back,447,good+neck slouch,1,1,0.9183333333333333,0.9183333333333333
1,mid_back,0,unknown,0,1,-19.49275,16.807333333333332
1,neck,0,unknown,0,1,-54.35875,-12.306799999999999
2,lower_back,0,unknown,0,0,0.173,0.173
2,lower_back,1,neck slouch,4.97668153935861e-4,0.002667278023485198,0.20866666666666667,0.41175
2,lower_back,2,unknown,0.0030978449072214084,0.0030978449072214084,0.2155,0.2155
2,lower_back,3,neck slouch,0.0030978449072214084,0.0030978449072214084,0.2155,0.2155
2,lower_back,4,unknown,0.003534003696792629,0.012492031800821856,-7.6795,-1.30025
2,lower_back,5,neck slouch,0.012492031800821856,0.012492031800821856,-1.30025,-1.30025
2,lower_back,6,good+neck slouch,0.012492031800821856,0.012961740958856157,-1.30025,2.03525
2,lower_back,7,good+neck slouch+shoulder slouch,0.012961740958856157,0.013392308109229112,2.03525,4.257
2,lower_back,8,good+neck slouch,0.013794915997063763,0.013794915997063763,2.6036666666666664,2.6036666666666664
2,lower_back,9,good+neck slouch+shoulder slouch,0.013794915997063763,0.013794915997063763,2.6036666666666664,2.6036666666666664
2,lower_back,10,unknown,0.014326134786099448,0.014326134786099448,-0.75975,-0.75975
2,lower_back,11,good+neck slouch,0.014326134786099448,0.014326134786099448,-0.75975,-0.75975
2,lower_back,12,unknown,0.014823803206672054,0.015226411094506705,-1.0070000000000001,2.5505
2,lower_back,13,neck slouch,0.015226411094506705,0.015226411094506705,2.5505,2.5505
2,lower_back,14,good+neck slouch,0.015226411094506705,0.015226411094506705,2.5505,2.5505
2,lower_back,15,good+neck slouch+shoulder slouch,0.015226411094506705,0.015226411094506705,2.5505,2.5505
2,lower_back,16,neck slouch+shoulder slouch,0.015226411094506705,0.015226411094506705,2.5505,2.5505
2,lower_back,17,shoulder slouch,0.01589183269057844,0.016288848939214822,6.10425,8.422666666666666
2,lower_back,18,unknown,0.016288848939214822,0.016288848939214822,8.422666666666666,8.422666666666666
2,lower_back,19,shoulder slouch,0.016725007462149298,0.016725007462149298,8.655199999999999,8.655199999999999
2,lower_back,20,lumbar slouch,0.016725007462149298,0.016725007462149298,8.655199999999999,8.655199999999999
2,lower_back,21,shoulder slouch,0.01718912524762208,0.020723128677777963,5.588333333333334,9.2835
2,lower_back,22,unknown,0.020723128677777963,0.020723128677777963,9.2835,9.2835
2,lower_back,23,lumbar slouch,0.020723128677777963,0.02112014492641435,9.2835,10.131
2,lower_back,24,shoulder slouch,0.02162340498618522,0.02162340498618522,9.375499999999999,9.375499999999999
2,lower_back,25,unknown,0.02162340498618522,0.02162340498618522,9.375499999999999,9.375499999999999
2,lower_back,26,lumbar slouch,0.02162340498618522,0.02162340498618522,9.375499999999999,9.375499999999999
2,lower_back,27,good+neck slouch+shoulder slouch,0.022087522505021256,0.022087522505021256,5.8076,5.8076
2,lower_back,28,neck slouch+shoulder slouch,0.022087522505021256,0.022087522505021256,5.8076,5.8076
2,lower_back,29,shoulder slouch,0.022087522505021256,0.022087522505021256,5.8076,5.8076
2,lower_back,30,unknown,0.022585190658957116,0.022585190658957116,0.6679999999999999,0.6679999999999999
2,lower_back,31,neck slouch,0.022585190658957116,0.022585190658957116,0.6679999999999999,0.6679999999999999
2,lower_back,32,good+neck slouch,0.022585190658957116,0.022585190658957116,0.6679999999999999,0.6679999999999999
2,lower_back,33,good+neck slouch+shoulder slouch,0.022585190658957116,0.022585190658957116,0.6679999999999999,0.6679999999999999
2,lower_back,34,unknown,0.023122001353827814,0.02488341142970749,-0.6426666666666667,0.121
2,lower_back,35,neck slouch,0.025286019584178886,0.025683035566178524,0.2485,0.32
2,lower_back,36,unknown,0.02615274499084957,0.05050493763152138,-3.1185,0.20850000000000002
2,lower_back,37,neck slouch,0.05050493763152138,0.05103615642055706,0.20850000000000002,0.23049999999999998
2,lower_back,38,unknown,0.05147231521012828,0.05147231521012828,0.20475,0.20475
2,lower_back,39,neck slouch,0.05147231521012828,0.05147231521012828,0.20475,0.20475
2,lower_back,40,unknown,0.05190288209386449,0.06999228338325708,-0.28300000000000003,0.2145
2,lower_back,41,neck slouch,0.06999228338325708,0.08368654720838463,0.2145,0.7758
2,lower_back,42,good+neck slouch,0.08368654720838463,0.13891653701597104,0.7758,1.8282
2,lower_back,43,unknown,0.1394197970757419,0.1394197970757419,0.7963333333333333,0.7963333333333333
2,lower_back,44,good+neck slouch,0.1394197970757419,0.1394197970757419,0.7963333333333333,0.7963333333333333
2,lower_back,45,unknown,0.1398168133243783,0.1562398648039924,-2.8102,0.20333333333333334
2,lower_back,46,neck slouch,0.1562398648039924,0.19745126771384958,0.20333333333333334,0.7758
2,lower_back,47,good+neck slouch,0.19745126771384958,0.25048368892262185,0.7758,2.0942499999999997
2,lower_back,48,unknown,0.250914255806358,0.250914255806358,0.5285,0.5285
2,lower_back,49,neck slouch,0.250914255806358,0.250914255806358,0.5285,0.5285
2,lower_back,50,good+neck slouch,0.250914255806358,0.250914255806358,0.5285,0.5285
2,lower_back,51,unknown,0.251451066234592,0.30022255278613524,-1.79075,0.2145
2,lower_back,52,neck slouch,0.30022255278613524,0.31631009764811435,0.2145,0.77075
2,lower_back,53,good+neck slouch,0.3167462564376856,0.4499983224282495,0.7845,2.3722
2,lower_back,54,neck slouch,0.45039533867688586,0.45039533867688586,0.79525,0.79525
2,lower_back,55,good+neck slouch,0.45039533867688586,0.45039533867688586,0.79525,0.79525
2,lower_back,56,neck slouch,0.4508650481015569,0.45502533085348645,0.392,0.7783333333333333
2,lower_back,57,good+neck slouch,0.45502533085348645,0.47334958685521455,0.7783333333333333,2.5942499999999997
2,lower_back,58,good+neck slouch+shoulder slouch,0.47334958685521455,0.47598331424359996,2.5942499999999997,2.6696666666666666
2,lower_back,59,good+neck slouch,0.47634677959049976,0.47634677959049976,2.586,2.586
2,lower_back,60,good+neck slouch+shoulder slouch,0.47634677959049976,0.47634677959049976,2.586,2.586
2,lower_back,61,good+neck slouch,0.4768164890151708,0.4788463044384858,2.5784,2.591
2,lower_back,62,good+neck slouch+shoulder slouch,0.4788463044384858,0.483744701695885,2.591,2.6733333333333333
2,lower_back,63,good+neck slouch,0.48420881921472103,0.48420881921472103,2.4115,2.4115
2,lower_back,64,good+neck slouch+shoulder slouch,0.48420881921472103,0.48420881921472103,2.4115,2.4115
2,lower_back,65,good+neck slouch,0.48464497800429224,0.4851090955231283,1.143,1.38
2,lower_back,66,unknown,0.48550611177176467,0.48550611177176467,0.3585,0.3585
2,lower_back,67,neck slouch,0.48550611177176467,0.48550611177176467,0.3585,0.3585
2,lower_back,68,good+neck slouch,0.48550611177176467,0.48550611177176467,0.3585,0.3585
2,lower_back,69,unknown,0.48597582119643573,0.5500016775717506,-3.9415,0.20220000000000002
2,lower_back,70,neck slouch,0.5500016775717506,0.5778207723723785,0.20220000000000002,0.77475
2,lower_back,71,good+neck slouch,0.5778207723723785,0.58328393932055,0.77475,0.85925
2,lower_back,72,neck slouch,0.5837145062042862,0.5837145062042862,0.75525,0.75525
2,lower_back,73,good+neck slouch,0.5837145062042862,0.5837145062042862,0.75525,0.75525
2,lower_back,74,neck slouch,0.5841171140921209,0.5841171140921209,0.324,0.324
2,lower_back,75,unknown,0.5845141303407572,0.5845141303407572,0.21433333333333332,0.21433333333333332
2,lower_back,76,neck slouch,0.5845141303407572,0.5849167384952286,0.21433333333333332,1.30175
2,lower_back,77,good+neck slouch,0.5849167384952286,0.5849167384952286,1.30175,1.30175
2,lower_back,78,good+neck slouch+shoulder slouch,0.5849167384952286,0.5853473053789648,1.30175,3.5869999999999997
2,lower_back,79,neck slouch,0.5858170145369991,0.5858170145369991,1.9336,1.9336
2,lower_back,80,good+neck slouch,0.5858170145369991,0.5858170145369991,1.9336,1.9336
2,lower_back,81,good+neck slouch+shoulder slouch,0.5858170145369991,0.5858170145369991,1.9336,1.9336
2,lower_back,82,unknown,0.5862475814207353,0.5871478577291426,-0.533,0.18275
2,lower_back,83,neck slouch,0.5871478577291426,0.5871478577291426,0.18275,0.18275
2,lower_back,84,unknown,0.5875784246128788,0.7579431203923717,-5.8656,0.22525
2,lower_back,85,neck slouch,0.7579431203923717,0.7693727143484854,0.22525,0.776
2,lower_back,86,good+neck slouch,0.7693727143484854,0.7889942629072572,0.776,1.4765
2,lower_back,87,neck slouch,0.7893912791558936,0.7893912791558936,0.7636666666666666,0.7636666666666666
2,lower_back,88,good+neck slouch,0.7893912791558936,0.7893912791558936,0.7636666666666666,0.7636666666666666
2,lower_back,89,neck slouch,0.7897938870437282,0.7907277139872353,0.31333333333333335,0.5788
2,lower_back,90,unknown,0.7911582808709715,0.7911582808709715,0.2145,0.2145
2,lower_back,91,neck slouch,0.7911582808709715,0.7911582808709715,0.2145,0.2145
2,lower_back,92,unknown,0.7915888477547077,1,-9.39475,0.111
2,mid_back,0,unknown,0,1,-27.4155,3.3208
2,neck,0,unknown,0,1,-63.348400000000005,1.9295
3,lower_back,0,unknown,0,0.001166776544064422,-0.0812,1.393
3,lower_back,1,neck slouch,0.001166776544064422,0.001166776544064422,1.393,1.393
3,lower_back,2,good+neck slouch,0.001166776544064422,0.001166776544064422,1.393,1.393
3,lower_back,3,good+neck slouch+shoulder slouch,0.001166776544064422,0.001166776544064422,1.393,1.393
3,lower_back,4,neck slouch,0.0016636334304862002,0.0016636334304862002,0.7424,0.7424
3,lower_back,5,good+neck slouch,0.0016636334304862002,0.0016636334304862002,0.7424,0.7424
3,lower_back,6,unknown,0.0022274824690137066,0.0027969140315988036,-1.0318,-0.179
3,lower_back,7,neck slouch,0.0027969140315988036,0.0027969140315988036,-0.179,-0.179
3,lower_back,8,unknown,0.0033607628039242186,0.0033607628039242186,1.36225,1.36225
3,lower_back,9,good+neck slouch,0.0033607628039242186,0.0033607628039242186,1.36225,1.36225
3,lower_back,10,unknown,0.0038241237473941782,0.0038241237473941782,0.14566666666666667,0.14566666666666667
3,lower_back,11,neck slouch,0.0038241237473941782,0.0038241237473941782,0.14566666666666667,0.14566666666666667
3,lower_back,12,good+neck slouch,0.0038241237473941782,0.0038241237473941782,0.14566666666666667,0.14566666666666667
3,lower_back,13,unknown,0.004427051519133186,0.014900126198212483,-12.826600000000001,-3.1462499999999998
3,lower_back,14,good+neck slouch,0.015463975236739988,0.015463975236739988,5.0384,5.0384
3,lower_back,15,neck slouch+shoulder slouch,0.015463975236739988,0.015463975236739988,5.0384,5.0384
3,lower_back,16,shoulder slouch,0.015463975236739988,0.015999910856373267,5.0384,5.8292
3,lower_back,17,neck slouch+shoulder slouch,0.01656375962869868,0.01656375962869868,5.4042,5.4042
3,lower_back,18,shoulder slouch,0.01656375962869868,0.01656375962869868,5.4042,5.4042
3,lower_back,19,neck slouch+shoulder slouch,0.01709411245807228,0.01709411245807228,4.9536,4.9536
3,lower_back,20,good+neck slouch+shoulder slouch,0.017697040229811285,0.01822739305918488,4.5352,5.2976
3,lower_back,21,shoulder slouch,0.01822739305918488,0.01875774588855848,5.2976,6.6544
3,lower_back,22,good+neck slouch+shoulder slouch,0.019293681508191756,0.0199245224326229,4.2428,5.9546
3,lower_back,23,neck slouch+shoulder slouch,0.0199245224326229,0.0199245224326229,5.9546,5.9546
3,lower_back,24,shoulder slouch,0.0199245224326229,0.02045487552819859,5.9546,8.43
3,lower_back,25,unknown,0.02045487552819859,0.02045487552819859,8.43,8.43
3,lower_back,26,good+neck slouch+shoulder slouch,0.020985228357572185,0.020985228357572185,5.6832,5.6832
3,lower_back,27,neck slouch+shoulder slouch,0.020985228357572185,0.020985228357572185,5.6832,5.6832
3,lower_back,28,shoulder slouch,0.020985228357572185,0.020985228357572185,5.6832,5.6832
3,lower_back,29,neck slouch+shoulder slouch,0.021588155863109103,0.021588155863109103,5.4174,5.4174
3,lower_back,30,shoulder slouch,0.021588155863109103,0.021588155863109103,5.4174,5.4174
3,lower_back,31,good+neck slouch+shoulder slouch,0.022118508692482698,0.022118508692482698,4.96875,4.96875
3,lower_back,32,neck slouch+shoulder slouch,0.022118508692482698,0.022118508692482698,4.96875,4.96875
3,lower_back,33,good+neck slouch+shoulder slouch,0.022581869902154748,0.022581869902154748,3.5288,3.5288
3,lower_back,34,neck slouch,0.023117805521788028,0.023117805521788028,1.907,1.907
3,lower_back,35,good+neck slouch,0.023117805521788028,0.023117805521788028,1.907,1.907
3,lower_back,36,good+neck slouch+shoulder slouch,0.023117805521788028,0.023117805521788028,1.907,1.907
3,lower_back,37,neck slouch,0.023681654294113442,0.024245503332640948,0.45920000000000005,0.5724
3,lower_back,38,unknown,0.024814934895226046,0.031994238656284764,-2.21225,-0.3318
3,lower_back,39,good+neck slouch,0.031994238656284764,0.03253017427591804,-1.0062,2.8334
3,lower_back,40,good+neck slouch+shoulder slouch,0.03253017427591804,0.03253017427591804,2.8334,2.8334
3,lower_back,41,good+neck slouch,0.03306052737149373,0.03352388831496369,2.1241666666666665,2.17375
3,lower_back,42,good+neck slouch+shoulder slouch,0.03352388831496369,0.0341268158205006,2.1241666666666665,3.3378
3,lower_back,43,good+neck slouch,0.034757656744931746,0.034757656744931746,2.4082,2.4082
3,lower_back,44,good+neck slouch+shoulder slouch,0.034757656744931746,0.034757656744931746,2.4082,2.4082
3,lower_back,45,good+neck slouch,0.03528800957430534,0.0357904492509868,2.3360000000000003,2.6454
3,lower_back,46,good+neck slouch+shoulder slouch,0.0357904492509868,0.0357904492509868,2.6454,2.6454
3,lower_back,47,good+neck slouch,0.0363208020803604,0.0363208020803604,2.4334,2.4334
3,lower_back,48,good+neck slouch+shoulder slouch,0.0363208020803604,0.0363208020803604,2.4334,2.4334
3,lower_back,49,good+neck slouch,0.036884651118887904,0.03805142766295233,1.426,1.5555999999999999
3,lower_back,50,good+neck slouch+shoulder slouch,0.038648772378229564,0.047363308588226884,2.6475,3.6408
3,lower_back,51,good+neck slouch,0.04782666953169684,0.04782666953169684,2.5982857142857143,2.5982857142857143
3,lower_back,52,good+neck slouch+shoulder slouch,0.04782666953169684,0.04782666953169684,2.5982857142857143,2.5982857142857143
3,lower_back,53,good+neck slouch,0.04859149422793526,0.06133113010923977,1.2351666666666667,2.5498
3,lower_back,54,neck slouch,0.061995466976622726,0.061995466976622726,0.9228,0.9228
3,lower_back,55,good+neck slouch,0.061995466976622726,0.061995466976622726,0.9228,0.9228
3,lower_back,56,neck slouch,0.06255931574894814,0.06568560695220964,0.218,0.3264
3,lower_back,57,unknown,0.06632203040069837,0.09941047092488423,-3.4312,1.096625
3,lower_back,58,good+neck slouch,0.09941047092488423,0.09941047092488423,1.096625,1.096625
3,lower_back,59,good+neck slouch+shoulder slouch,0.09941047092488423,0.09941047092488423,1.096625,1.096625
3,lower_back,60,unknown,0.1002757834499781,0.1002757834499781,-1.75,-1.75
3,lower_back,61,good+neck slouch,0.1002757834499781,0.1002757834499781,-1.75,-1.75
3,lower_back,62,unknown,0.10081171906961138,0.10081171906961138,1.0964,1.0964
3,lower_back,63,neck slouch,0.10081171906961138,0.10081171906961138,1.0964,1.0964
3,lower_back,64,good+neck slouch,0.10081171906961138,0.10363654652010441,1.0964,2.516
3,lower_back,65,good+neck slouch+shoulder slouch,0.10363654652010441,0.10363654652010441,2.516,2.516
3,lower_back,66,good+neck slouch,0.10409990746357438,0.10409990746357438,1.9082,1.9082
3,lower_back,67,good+neck slouch+shoulder slouch,0.10409990746357438,0.10409990746357438,1.9082,1.9082
3,lower_back,68,good+neck slouch,0.10463584308320766,0.10579703683701239,1.0602,2.8288
3,lower_back,69,good+neck slouch+shoulder slouch,0.10579703683701239,0.10632738966638598,2.8288,5.084
3,lower_back,70,neck slouch+shoulder slouch,0.10632738966638598,0.10632738966638598,5.084,5.084
3,lower_back,71,shoulder slouch,0.10632738966638598,0.11078793712847099,5.084,6.3844
3,lower_back,72,neck slouch+shoulder slouch,0.11131828995784458,0.11131828995784458,5.2756,5.2756
3,lower_back,73,shoulder slouch,0.11131828995784458,0.11131828995784458,5.2756,5.2756
3,lower_back,74,neck slouch+shoulder slouch,0.11188213899637209,0.11235108246389965,5.008,5.15
3,lower_back,75,good+neck slouch+shoulder slouch,0.11294842744537897,0.11294842744537897,4.865166666666667,4.865166666666667
3,lower_back,76,neck slouch+shoulder slouch,0.11294842744537897,0.11294842744537897,4.865166666666667,4.865166666666667
3,lower_back,77,good+neck slouch+shoulder slouch,0.11371325214161739,0.1225952680663738,3.2835,4.7594
3,lower_back,78,neck slouch,0.12312562116194949,0.12312562116194949,1.4117142857142857,1.4117142857142857
3,lower_back,79,good+neck slouch,0.12312562116194949,0.12312562116194949,1.4117142857142857,1.4117142857142857
3,lower_back,80,good+neck slouch+shoulder slouch,0.12312562116194949,0.12312562116194949,1.4117142857142857,1.4117142857142857
3,lower_back,81,good+neck slouch,0.12385694991523609,0.1244207986875615,0.91,1.0284
3,lower_back,82,neck slouch,0.12505722240225234,0.12505722240225234,0.7832,0.7832
3,lower_back,83,good+neck slouch,0.12505722240225234,0.12505722240225234,0.7832,0.7832
3,lower_back,84,neck slouch,0.12565456711752956,0.12911023522625165,0.307875,0.7645
3,lower_back,85,good+neck slouch,0.12911023522625165,0.12911023522625165,0.7645,0.7645
3,lower_back,86,unknown,0.12981365082684612,0.12981365082684612,0.1428,0.1428
3,lower_back,87,good+neck slouch,0.12981365082684612,0.12981365082684612,0.1428,0.1428
3,lower_back,88,unknown,0.1303440036562197,0.1303440036562197,1.4744,1.4744
3,lower_back,89,neck slouch,0.1303440036562197,0.1303440036562197,1.4744,1.4744
3,lower_back,90,good+neck slouch,0.1303440036562197,0.1303440036562197,1.4744,1.4744
3,lower_back,91,good+neck slouch+shoulder slouch,0.1303440036562197,0.1303440036562197,1.4744,1.4744
3,lower_back,92,unknown,0.1308743567517954,0.1432455367282257,-3.5454,0.2394
3,lower_back,93,neck slouch,0.1432455367282257,0.14384846423376263,0.2394,0.5284
3,lower_back,94,good+neck slouch,0.14384846423376263,0.15542132357100272,0.5284,2.6038
3,lower_back,95,good+neck slouch+shoulder slouch,0.15542132357100272,0.15601866855248203,2.6038,2.6782857142857144
3,lower_back,96,good+neck slouch,0.15681698919167228,0.15681698919167228,2.3554,2.3554
3,lower_back,97,good+neck slouch+shoulder slouch,0.15681698919167228,0.15681698919167228,2.3554,2.3554
3,lower_back,98,good+neck slouch,0.15738083823019977,0.15738083823019977,3.043166666666667,3.043166666666667
3,lower_back,99,good+neck slouch+shoulder slouch,0.15738083823019977,0.1611100566727961,3.043166666666667,4.149166666666667
3,lower_back,100,good+neck slouch,0.16177439354017906,0.16177439354017906,2.9848,2.9848
3,lower_back,101,good+neck slouch+shoulder slouch,0.16177439354017906,0.16177439354017906,2.9848,2.9848
3,lower_back,102,good+neck slouch,0.1624052344646102,0.1635050188565689,1.853,2.1158
3,lower_back,103,unknown,0.1640688678950964,0.1640688678950964,1.4074,1.4074
3,lower_back,104,neck slouch,0.1640688678950964,0.1640688678950964,1.4074,1.4074
3,lower_back,105,good+neck slouch,0.1640688678950964,0.1640688678950964,1.4074,1.4074
3,lower_back,106,unknown,0.16459922072447,0.16972410478773586,-3.3205,0.228
3,lower_back,107,neck slouch,0.16972410478773586,0.16972410478773586,0.228,0.228
3,lower_back,108,good+neck slouch,0.16972410478773586,0.17128725038936662,0.228,2.4005
3,lower_back,109,good+neck slouch+shoulder slouch,0.17128725038936662,0.17617208006171006,2.4005,5.0385
3,lower_back,110,shoulder slouch,0.17617208006171006,0.18069961940969873,5.0385,8.877
3,lower_back,111,unknown,0.18069961940969873,0.18069961940969873,8.877,8.877
3,lower_back,112,lumbar slouch,0.18069961940969873,0.18069961940969873,8.877,8.877
3,lower_back,113,shoulder slouch,0.18126346818202413,0.18126346818202413,8.874166666666667,8.874166666666667
3,lower_back,114,unknown,0.18126346818202413,0.18126346818202413,8.874166666666667,8.874166666666667
3,lower_back,115,lumbar slouch,0.18126346818202413,0.18126346818202413,8.874166666666667,8.874166666666667
3,lower_back,116,shoulder slouch,0.18189430910645527,0.23171398897409892,7.4542,8.732
3,lower_back,117,unknown,0.23228342053668402,0.23228342053668402,2.8473333333333333,2.8473333333333333
3,lower_back,118,good+neck slouch,0.23228342053668402,0.23228342053668402,2.8473333333333333,2.8473333333333333
3,lower_back,119,good+neck slouch+shoulder slouch,0.23228342053668402,0.23228342053668402,2.8473333333333333,2.8473333333333333
3,lower_back,120,shoulder slouch,0.23228342053668402,0.23228342053668402,2.8473333333333333,2.8473333333333333
3,lower_back,121,unknown,0.23291426146111516,0.24814376483099032,-4.4361999999999995,1.4712
3,lower_back,122,neck slouch,0.24814376483099032,0.24814376483099032,1.4712,1.4712
3,lower_back,123,good+neck slouch,0.24814376483099032,0.24814376483099032,1.4712,1.4712
3,lower_back,124,good+neck slouch+shoulder slouch,0.24814376483099032,0.24871319639357542,1.4712,4.0286
3,lower_back,125,good+neck slouch,0.249243549222949,0.249243549222949,2.049,2.049
3,lower_back,126,good+neck slouch+shoulder slouch,0.249243549222949,0.249243549222949,2.049,2.049
3,lower_back,127,neck slouch,0.2497404061093708,0.2497404061093708,0.683,0.683
3,lower_back,128,good+neck slouch,0.2497404061093708,0.2497404061093708,0.683,0.683
3,lower_back,129,neck slouch,0.2503433338811098,0.2508736867104834,0.357,0.4646
3,lower_back,130,unknown,0.2514710316919627,0.2514710316919627,0.2396,0.2396
3,lower_back,131,neck slouch,0.2514710316919627,0.2514710316919627,0.2396,0.2396
3,lower_back,132,unknown,0.2520404632545478,0.2561604679644508,-0.07275,0.1296
3,lower_back,133,neck slouch,0.2561604679644508,0.26451213105983357,0.055999999999999994,0.547
3,lower_back,134,unknown,0.2651094760413129,0.2651094760413129,0.2306,0.2306
3,lower_back,135,neck slouch,0.2651094760413129,0.2651094760413129,0.2306,0.2306
3,lower_back,136,unknown,0.26567332507984043,0.26776682351084474,-0.6054999999999999,0.0484
3,lower_back,137,neck slouch,0.26776682351084474,0.26833625507342984,0.0484,0.7132000000000001
3,lower_back,138,good+neck slouch,0.26833625507342984,0.26833625507342984,0.7132000000000001,0.7132000000000001
3,lower_back,139,neck slouch,0.2689001038457553,0.2689001038457553,0.7682,0.7682
3,lower_back,140,good+neck slouch,0.2689001038457553,0.2689001038457553,0.7682,0.7682
3,lower_back,141,neck slouch,0.2694304566751289,0.27179192291594984,0.654,1.1086
3,lower_back,142,good+neck slouch,0.27179192291594984,0.2723278585355831,1.1086,4.6474
3,lower_back,143,good+neck slouch+shoulder slouch,0.2723278585355831,0.2723278585355831,4.6474,4.6474
3,lower_back,144,shoulder slouch,0.2723278585355831,0.2815057556890504,4.6474,6.4735000000000005
3,lower_back,145,good+neck slouch+shoulder slouch,0.2820696047275779,0.2820696047275779,4.5183333333333335,4.5183333333333335
3,lower_back,146,neck slouch+shoulder slouch,0.2820696047275779,0.2820696047275779,4.5183333333333335,4.5183333333333335
3,lower_back,147,good+neck slouch+shoulder slouch,0.2827339415949609,0.2838337259869196,4.4034,5.1345
3,lower_back,148,neck slouch+shoulder slouch,0.2838337259869196,0.2838337259869196,5.1345,5.1345
3,lower_back,149,shoulder slouch,0.2838337259869196,0.2838337259869196,5.1345,5.1345
3,lower_back,150,good+neck slouch+shoulder slouch,0.2842970869303895,0.2842970869303895,4.912,4.912
3,lower_back,151,shoulder slouch,0.2842970869303895,0.3012627984069142,4.912,8.0185
3,lower_back,152,neck slouch+shoulder slouch,0.3018266471792396,0.3018266471792396,5.2416,5.2416
3,lower_back,153,shoulder slouch,0.3018266471792396,0.3018266471792396,5.2416,5.2416
3,lower_back,154,neck slouch+shoulder slouch,0.30239049621776715,0.3107756552561018,4.8132,5.152
3,lower_back,155,good+neck slouch+shoulder slouch,0.311372999971379,0.311372999971379,4.8095,4.8095
3,lower_back,156,neck slouch+shoulder slouch,0.311372999971379,0.311372999971379,4.8095,4.8095
3,lower_back,157,good+neck slouch+shoulder slouch,0.31197034495285836,0.31383495430725755,4.797666666666667,4.8068333333333335
3,lower_back,158,neck slouch+shoulder slouch,0.31383495430725755,0.3404754195574692,4.8068333333333335,5.153
3,lower_back,159,good+neck slouch+shoulder slouch,0.34113975642485217,0.34113975642485217,4.7756,4.7756
3,lower_back,160,neck slouch+shoulder slouch,0.34113975642485217,0.34113975642485217,4.7756,4.7756
3,lower_back,161,shoulder slouch,0.34113975642485217,0.34280338985533837,4.7756,6.7774
3,lower_back,162,unknown,0.34333374268471195,0.34333374268471195,0.4054,0.4054
3,lower_back,163,good+neck slouch,0.34333374268471195,0.34333374268471195,0.4054,0.4054
3,lower_back,164,good+neck slouch+shoulder slouch,0.34333374268471195,0.34333374268471195,0.4054,0.4054
3,lower_back,165,unknown,0.34389759172323947,0.3609302948194657,-3.6706,-0.6438
3,lower_back,166,neck slouch,0.3609302948194657,0.3609302948194657,-0.7504,-0.7504
3,lower_back,167,good+neck slouch,0.3609302948194657,0.3609302948194657,-0.7504,-0.7504
3,lower_back,168,good+neck slouch+shoulder slouch,0.3614606479150414,0.3614606479150414,5.0592,5.0592
3,lower_back,169,neck slouch+shoulder slouch,0.3614606479150414,0.3614606479150414,5.0592,5.0592
3,lower_back,170,shoulder slouch,0.3614606479150414,0.3614606479150414,5.0592,5.0592
3,lower_back,171,good+neck slouch+shoulder slouch,0.361991000744415,0.361991000744415,4.922000000000001,4.922000000000001
3,lower_back,172,neck slouch+shoulder slouch,0.361991000744415,0.3629902973075182,4.922000000000001,5.1878
3,lower_back,173,shoulder slouch,0.3635541463460457,0.37206770663213007,5.2705,5.784888888888888
3,lower_back,174,good+neck slouch+shoulder slouch,0.3730670031952333,0.3730670031952333,5.1746,5.1746
3,lower_back,175,neck slouch+shoulder slouch,0.3730670031952333,0.3730670031952333,5.1746,5.1746
3,lower_back,176,shoulder slouch,0.3730670031952333,0.3730670031952333,5.1746,5.1746
3,lower_back,177,good+neck slouch+shoulder slouch,0.37359735602460686,0.37359735602460686,4.3991999999999996,4.3991999999999996
3,lower_back,178,neck slouch+shoulder slouch,0.3742002835301438,0.3742002835301438,5.1284,5.1284
3,lower_back,179,shoulder slouch,0.3742002835301438,0.37522749351214124,5.1284,10.935285714285714
3,lower_back,180,unknown,0.37522749351214124,0.37522749351214124,10.935285714285714,10.935285714285714
3,lower_back,181,lumbar slouch,0.37522749351214124,0.37835378444920065,10.935285714285714,12.997833333333332
3,lower_back,182,shoulder slouch,0.37895671195473757,0.37895671195473757,10.651399999999999,10.651399999999999
3,lower_back,183,lumbar slouch,0.37895671195473757,0.37895671195473757,10.651399999999999,10.651399999999999
3,lower_back,184,good+neck slouch+shoulder slouch,0.3795540569362169,0.3795540569362169,5.378,5.378
3,lower_back,185,shoulder slouch,0.3795540569362169,0.3795540569362169,5.378,5.378
3,lower_back,186,unknown,0.3800844097655905,0.3800844097655905,2.314,2.314
3,lower_back,187,good+neck slouch,0.3800844097655905,0.3800844097655905,2.314,2.314
3,lower_back,188,good+neck slouch+shoulder slouch,0.3800844097655905,0.3800844097655905,2.314,2.314
3,lower_back,189,unknown,0.38054777097526254,0.38054777097526254,-1.2842,-1.2842
3,lower_back,190,neck slouch,0.38054777097526254,0.38054777097526254,-1.2842,-1.2842
3,lower_back,191,unknown,0.38111720253784764,0.3816475553672212,-7.5806,-0.38439999999999996
